nome_produto;preco_atual;descricao;cor;tamanhos_disponiveis;objetivo;url_site;url_imagem;loja;categoria;genero_destinado
Jordan Tênis Air Jordan Greenlight Masculino;999.99;O Tênis Air Jordan Greenlight Masculino é a escolha perfeita para os sneakerheads que buscam estilo e conforto. Feito com materiais de alta qualidade, ele garante durabilidade e ventilação para os pés. Além disso, sua entressola com tecnologia Air proporciona amortecimento e leveza durante o uso. Com um design descolado e moderno, esse tênis vai te deixar pronto para arrasar em qualquer ocasião. Seja para praticar esportes ou para compor um look casual, o Air Jordan Greenlight é a escolha certa para os caras que querem se destacar.;Não informado;Não informado;Casual / Estilo;https://www.artwalk.com.br/tenis-air-jordan-greenlight-masculino-dz335-6-001/p;https://artwalk.vtexassets.com/arquivos/ids/473219-300-375?v=638375726221270000&width=300&height=375&aspect=true;Artwalk;Tênis;Masculino
Jordan Tênis Air Jordan Greenlight Masculino;999.99;O Tênis Air Jordan Greenlight Masculino é a escolha perfeita para os sneakerheads que buscam estilo e conforto. Feito com materiais de alta qualidade, proporciona um passo macio e suave, ideal para quem está sempre em movimento. Com um design descolado e moderno, esse tênis vai te deixar pronto para arrasar em qualquer ocasião. Seja para praticar esportes ou para compor um look casual, o Air Jordan Greenlight é a escolha certa para os verdadeiros apaixonados por sneakers.;Não informado;Não informado;Casual / Estilo;https://www.artwalk.com.br/tenis-air-jordan-greenlight-masculino-dz335-6-100/p;https://artwalk.vtexassets.com/arquivos/ids/474033-300-375?v=638382584360930000&width=300&height=375&aspect=true;Artwalk;Tênis;Masculino
Jordan Tênis Jordan Zion 3 Masculino;649.99;"""JORDAN ZION 3 O terceiro modelo exclusivo do Zion celebra a dedicação que ele tem à elaboração de seu jogo singular. Repleto de tecnologia pronta para quadra, ele foi projetado para jogadores que são mestres em terra e ar. Fique abaixado e contido, exploda em direção ao céu, com um retorno amortecido à terra. O Zion 3 ajuda a segurar você, para que você possa voar do seu jeito.""";Não informado;Não informado;Não informado;https://www.artwalk.com.br/tenis-jordan-mud-masculino-dr067-5-110/p;https://artwalk.vtexassets.com/arquivos/ids/475287-300-375?v=638735849522700000&width=300&height=375&aspect=true;Artwalk;Tênis;Masculino
Jordan Tênis Jordan Zion 3 Masculino;899.99;Jordan Zion 3 Galaxy O Zion 3 “Half Blue” não se trata apenas de estética. Foi projetado para jogadores como Zion, conhecidos por seus movimentos explosivos. Um sistema de amortecimento responsivo com unidade Zoom Air no antepé oferece excepcional retorno de energia e proteção contra impactos. A entressola de suporte mantém você estável durante cortes e saltos rápidos, e o padrão de tração multidirecional na sola adere a várias superfícies da quadra. Materiais leves e construção robusta criam a combinação perfeita para um jogo ágil, apoiado e confortável.;Não informado;Não informado;Não informado;https://www.artwalk.com.br/tenis-jordan-zion-3-masculino-dr067-5-006/p;https://artwalk.vtexassets.com/arquivos/ids/551993-300-375?v=638623609929130000&width=300&height=375&aspect=true;Artwalk;Tênis;Masculino
Jordan Tênis Jordan Zion 3 Masculino;649.99;"Jordan Zion 3 ""Pink Lotus"" O terceiro modelo exclusivo do Zion celebra a dedicação que ele tem à elaboração de seu jogo singular. Repleto de tecnologia pronta para quadra, ele foi projetado para jogadores que são mestres em terra e ar. Fique abaixado e contido, exploda em direção ao céu, com um retorno amortecido à terra. O Zion 3 ajuda a segurar você, para que você possa voar do seu jeito.";Não informado;Não informado;Não informado;https://www.artwalk.com.br/tenis-jordan-zion-3-masculino-dr067-5-600/p;https://artwalk.vtexassets.com/arquivos/ids/484933-300-375?v=638463679812530000&width=300&height=375&aspect=true;Artwalk;Tênis;Masculino
Puma Tênis Puma Suede Staple;449.99;"""PUMA SUEDE X STAPLE Com a nova coleção PUMA x STAPLE, a história do Gidra – o jornal que começou na Califórnia em 1969 e se tornou a voz asiático-americana no movimento pelos direitos civis, continua sendo contada. O East-West dos anos 60 misturado com o estilo Ivy League inspira a coleção, combinando o estilo universitário com a iconografia asiática para um visual contemporâneo. O Puma x Staple B Suede combina perfeitamente os elementos de design atemporais com as influências da moda contemporânea.""";Não informado;Não informado;Estilo / Moda;https://www.artwalk.com.br/tenis-puma-suede-staple-39354-3-001/p;https://artwalk.vtexassets.com/arquivos/ids/464822-300-375?v=638340344545970000&width=300&height=375&aspect=true;Artwalk;Tênis;Unissex
adidas Tênis adidas Samba;449.99;Para os amantes de um visual retrô com uma pegada moderna, o Tênis adidas Samba é a escolha ideal. Este modelo combina o melhor dos clássicos dos anos 50 com materiais sintéticos de alta qualidade, garantindo durabilidade e conforto. Com um design robusto e detalhado, ele traz as icônicas três listras laterais e um ajuste perfeito para todas as ocasiões. A entressola acolchoada proporciona um amortecimento excelente, enquanto o solado de borracha oferece tração e estabilidade. Seja nas ruas ou nas quadras, este tênis é perfeito para quem quer se destacar com estilo.;Não informado;Não informado;Estilo;https://www.artwalk.com.br/tenis-adidas-samba-ig124-3-200/p;https://artwalk.vtexassets.com/arquivos/ids/462053-300-375?v=638339453587000000&width=300&height=375&aspect=true;Artwalk;Tênis;Unissex
adidas Tênis adidas Predator Xlg;449.99;O Tênis adidas Predator Xlg é a escolha perfeita para quem quer dominar o jogo com estilo. Feito com materiais de alta qualidade, ele oferece conforto e durabilidade incríveis. Além disso, sua tecnologia de amortecimento proporciona um ajuste perfeito e uma sensação de leveza nos pés. Com um design descolado e moderno, esse tênis vai te destacar dentro e fora do campo. Seja o predador do jogo com o adidas Predator Xlg!;Não informado;Não informado;Estilo;https://www.artwalk.com.br/tenis-adidas-predator-xlg-if111-1-001/p;https://artwalk.vtexassets.com/arquivos/ids/462101-300-375?v=638339453851100000&width=300&height=375&aspect=true;Artwalk;Tênis;Unissex
adidas Tênis adidas Adistar Cushion;429.99;O Tênis adidas Adistar Cushion é a combinação perfeita de estilo e conforto para os seus pés. Feito com materiais de alta qualidade, proporciona uma sensação incrível de maciez e amortecimento a cada passo. Além disso, o design descolado e moderno vai te deixar pronto para arrasar em qualquer ocasião. Seja para correr, treinar ou simplesmente curtir o dia a dia, esse tênis é a escolha certa para quem busca performance e estilo.;Não informado;Não informado;Performance / Dia a Dia;https://www.artwalk.com.br/tenis-adidas-adistar-cushion-id574-3-001/p;https://artwalk.vtexassets.com/arquivos/ids/462110-300-375?v=638339453901270000&width=300&height=375&aspect=true;Artwalk;Tênis;Unissex
adidas Tênis adidas Rivalry 86 Low;429.99;Para os fãs de um visual retrô com um toque moderno, o Tênis adidas Rivalry 86 Low é a escolha ideal. Inspirado nos clássicos dos anos 80, ele traz um design robusto e cheio de estilo que vai te fazer se destacar em qualquer lugar. Ideal para qualquer ocasião, seja um passeio casual ou um evento mais descolado, o Rivalry 86 Low oferece conforto e atitude em um só modelo. Com um visual versátil e marcante, este tênis é a peça chave que faltava no seu guarda-roupa. Não perca a chance de adicionar esse clássico ao seu estilo.;Não informado;Não informado;Casual / Passeio;https://www.artwalk.com.br/tenis-adidas-rivarly-86-low-id825-2-700/p;https://artwalk.vtexassets.com/arquivos/ids/460120-300-375?v=638333460855130000&width=300&height=375&aspect=true;Artwalk;Tênis;Unissex
adidas Tênis adidas Rivalry Mid;499.99;O Tênis adidas Rivalry Mid é a combinação perfeita de estilo e conforto para os amantes de um visual descolado. Feito com materiais de alta qualidade, ele proporciona durabilidade e ventilação aos seus pés. Além disso, sua entressola em EVA garante amortecimento e leveza a cada passo. Com um design moderno e urbano, esse tênis é ideal para compor looks cheios de atitude. Seja para um rolê com os amigos ou para arrasar nas pistas, o Rivalry Mid é a escolha certa para quem busca estilo e conforto em um só produto.;Não informado;Não informado;Urbano / Estilo;https://www.artwalk.com.br/tenis-adidas-rivarly-mid-ie307-5-001/p;https://artwalk.vtexassets.com/arquivos/ids/460107-300-375?v=638333460804670000&width=300&height=375&aspect=true;Artwalk;Tênis;Unissex
adidas Tênis adidas Samba OG Masculino;599.99;Tênis adidas Samba OG Masculino Bege Características O Tênis adidas Samba OG Masculino na cor Bege é confeccionado com material de alta qualidade, proporcionando conforto e segurança para as crianças. Seu design resistente e durável garante estabilidade durante as brincadeiras, enquanto o tom Bege traz um toque de estilo e delicadeza para os pequenos. Versatilidade Este tênis é ideal para diversas ocasiões, seja para brincar no parque ou passear em família. Com um visual moderno e versátil, o Tênis adidas Samba OG se adapta facilmente a diferentes looks, tornando-se um item indispensável no guarda-roupa dos pequenos.;Bege;Não informado;Estilo;https://www.artwalk.com.br/tenis-adidas-samba-og-masculino-id204-7-200/p;https://artwalk.vtexassets.com/arquivos/ids/487650-300-375?v=638470563149270000&width=300&height=375&aspect=true;Artwalk;Tênis;Masculino
Vans Tênis Vans Knu Skool Stack Unissex;499.99;Tênis Vans Knu Skool Stack Unissex Branco Características O Tênis Vans Knu Skool Stack Unissex na cor Branco é uma escolha incrível para quem busca conforto, durabilidade e estilo em um só produto. Feito de materiais de alta qualidade, como ele proporciona um ajuste perfeito para os pés, garantindo horas de uso sem desconforto. Além disso, a sua construção robusta garante uma longa vida útil, ideal para quem procura um calçado resistente. O design na cor Branco traz um toque de elegância e versatilidade, combinando facilmente com diversos looks, do casual ao mais descolado. Versatilidade A versatilidade do Tênis Vans Knu Skool Stack Unissex se destaca em diferentes ocasiões, sendo perfeito para um estilo , que une o conforto esportivo com o visual urbano. Use-o no dia a dia para um passeio no parque, ou em uma saída com os amigos. Combine com calças jeans, shorts ou até mesmo com peças mais formais para um toque moderno e despojado. Com o Tênis Vans Knu Skool Stack Unissex Branco, você estará sempre pronto para qualquer ocasião com muito estilo.;Branco;Não informado;Esportivo / Casual;https://www.artwalk.com.br/tenis-vans-knu-skool-stack-cp6w0-0-100/p;https://artwalk.vtexassets.com/arquivos/ids/452364-300-375?v=638320461458300000&width=300&height=375&aspect=true;Artwalk;Tênis;Unissex
Vans Tênis Vans Knu Skool Stack Unissex;699.99;Tênis Vans Knu Skool Stack Unissex Preto Características O Tênis Vans Knu Skool Stack Unissex na cor Preto é uma escolha de estilo e conforto para os amantes de moda urbana. Seu material de alta qualidade contribui para a durabilidade do produto, garantindo que você possa usá-lo por muito tempo sem se preocupar com desgaste. Além disso, a escolha do material também proporciona um ajuste confortável aos pés, permitindo que você use o tênis por longos períodos sem desconforto. O design na cor Preto oferece um toque de elegância e versatilidade, combinando facilmente com diferentes estilos e cores de roupas. Versatilidade Este tênis da Vans é perfeito para diversas ocasiões, desde um passeio no parque até um encontro casual com amigos. Sua versatilidade permite que você o combine com peças esportivas ou até mesmo com um look mais despojado, trazendo um toque de personalidade ao seu visual. Seja para um dia agitado na cidade ou para relaxar no final de semana, o Tênis Vans Knu Skool Stack Unissex Preto é a escolha ideal para quem busca conforto e estilo em um único produto.;Preto;Não informado;Casual / Passeio;https://www.artwalk.com.br/tenis-vans-knu-skool-stack-cp66b-t-001/p;https://artwalk.vtexassets.com/arquivos/ids/452358-300-375?v=638320459746000000&width=300&height=375&aspect=true;Artwalk;Tênis;Unissex
Nike Tênis Nike V2K Run Feminino;699.99;"WMNS Nike V2K Run ""Platinum Tint/Guava Ice"" Aproveite o melhor em termos de desempenho e moda com o WMNS Nike V2K Run ""Platinum Tint/Guava Ice"" é perfeito para as mulheres que buscam estilo e desempenho! Em um elegante tom de branco, é ideal para complementar seu visual esportivo. O material de alta qualidade oferece durabilidade e conforto, garantindo uma sensação de suavidade em cada passo. A entressola responsiva proporciona amortecimento e suporte a cada movimento, enquanto o design moderno da Nike adiciona um toque de estilo ao seu look. Seja para uma corrida matinal ou para um treino na academia, este tênis é a escolha certa.";Branco;Não informado;Corrida / Treino;https://www.artwalk.com.br/tenis-nike-runtekk-feminino-fd073-6-004/p;https://artwalk.vtexassets.com/arquivos/ids/536676-300-375?v=638573388943300000&width=300&height=375&aspect=true;Artwalk;Tênis;Feminino
